Variables,TWITTER_SENTIMENT_DAILY_AVG,TWITTER_PUBLICATION_COUNT,TWITTER_POS_SENTIMENT_COUNT,TWITTER_NEG_SENTIMENT_COUNT,TWITTER_NEUTRAL_SENTIMENT_CNT,PX_OPEN,PX_LOW,PX_HIGH,EQY_WEIGHTED_AVG_PX,VWAP_VOLUME,VWAP_TURNOVER,VWAP_NUM_TRADES,NEWS_SENTIMENT_DAILY_AVG,NEWS_NEUTRAL_SENTIMENT_COUNT,NEWS_POS_SENTIMENT_COUNT,NEWS_NEG_SENTIMENT_COUNT,NEWS_PUBLICATION_COUNT
01/01/15,-0.0938,2703,136,539,1604,112.8,110.26,113.13,111.215,11570507,1286814000,63043,-0.1934,77,45,64,964
02/01/15,-0.0981,1782,66,367,1085,111.41,107.35,111.44,109.2027,14781833,1614217000,85481,0.1099,75,27,23,979
05/01/15,-0.0984,2386,102,354,1005,108.17,105.41,108.64,106.682,19446200,2074560000,86706,0.0559,95,44,13,1367
06/01/15,-0.0374,4272,283,575,2743,106.5,104.64,107.41,106.1277,16085214,1707086000,103756,0.191,205,64,28,1966
07/01/15,0.0197,5719,602,571,3910,107.29,106.7,108.19,107.6437,10560182,1136737000,62693,0.1275,278,124,39,2298
08/01/15,0.0276,3676,438,302,2429,109.44,108.7,112.15,111.0886,14789895,1642989000,87005,0.0932,258,112,29,2099
09/01/15,0.0863,5718,1079,354,3311,112.76,110.22,113.25,111.8964,13907205,1556166000,88858,0.2387,254,169,42,2521
12/01/15,0.1252,1830,396,46,1029,112.46,108.8,112.5,109.9695,11853233,1303494000,77625,0.0472,77,49,13,1119
13/01/15,0.0502,3554,533,345,2180,111.5,108.91,112.8,110.9798,16932105,1879121000,106726,0.1217,255,116,43,2002
14/01/15,-0.0276,5239,562,603,3434,109,108.51,110.49,109.5109,13730675,1503658000,76900,0.2851,326,189,103,2602
15/01/15,-0.0363,4578,300,628,3060,109.96,106.66,110,107.6813,16696936,1797947000,101814,0.1497,249,88,92,2445
16/01/15,-0.0349,5484,299,747,3622,107.03,105.2,107.57,106.1147,20192730,2142745000,96099,0.119,185,88,88,2248
19/01/15,-0.0117,1098,53,94,773,107.03,105.2,107.57,106.1147,20192730,2142745000,96099,0.0293,91,21,15,1185
20/01/15,-0.0069,1960,90,135,1486,107.98,106.5,108.77,108.018,15067738,1627587000,69587,0.0851,143,52,18,1437
21/01/15,0.0158,3441,345,154,2525,108.87,108.275,111.05,109.7644,12514922,1373693000,75136,0.1647,166,109,18,1900
22/01/15,0.0214,3274,385,149,2393,110.28,109.72,112.47,111.5251,15263438,1702256000,73097,0.3658,194,88,20,2474
23/01/15,0.04,5081,770,193,3436,112.32,111.53,113.75,112.751,11072225,1248404000,64206,0.2468,234,166,38,2224
26/01/15,0.0114,2718,234,81,1973,113.65,112.81,114.36,113.3963,14351861,1627448000,63045,0.3999,117,80,15,1504
27/01/15,0.0333,6012,866,312,4226,112.43,109.04,112.48,111.429,23695438,2640360000,125937,0.337,227,174,35,2159
28/01/15,0.1555,25339,6454,1192,15096,117.56,115.31,118.12,116.9449,33074118,3867851000,179700,0.498,629,878,108,6198
29/01/15,0.0729,10756,2039,806,6911,116.36,115.56,119.19,117.6773,20300341,2388889000,134848,0.7541,370,510,70,4143
30/01/15,0.0352,6169,866,329,4239,118.28,116.85,120,118.5028,21578324,2557092000,116720,0.5005,230,156,47,2539
02/02/15,0.0163,1657,159,68,1111,118.03,116.09,118.69,117.7316,14221210,1674286000,84312,0.0863,121,46,15,1361
03/02/15,0.0208,4275,446,297,2823,118.27,117.61,119.09,118.4872,14030832,1662474000,64763,0.1578,290,174,40,2659
04/02/15,0.014,4576,387,246,3009,118.52,118.32,120.51,119.7195,16402905,1963748000,86509,0.1693,202,101,21,2107
05/02/15,0.017,6158,638,326,4574,120.05,119.25,120.23,119.8251,10712553,1283632000,60177,0.137,262,129,22,2374
06/02/15,0.0129,4264,325,245,2664,120.1,118.46,120.25,119.456,10433184,1246306000,59211,0.1909,241,92,28,2054
09/02/15,0.0124,1510,123,69,1030,118.52,118.52,119.83,119.352,8851540,1056449000,51188,0.0546,104,38,8,1275
10/02/15,0.0149,4948,439,192,3291,120.26,120.26,122.15,121.408,16175479,1963832000,78042,0.1511,243,115,26,2111
11/02/15,0.0649,8640,1522,265,5393,122.82,122.5,124.92,124.081,16505930,2048073000,96862,0.3536,372,304,53,3288
12/02/15,0.0338,7281,956,323,4817,125.98,125.57,127.475,126.5095,17365353,2196882000,100142,0.2217,327,152,41,3351
13/02/15,0.0221,4879,481,155,2985,127.27,125.65,127.27,126.5957,12645527,1600869000,72150,0.1426,294,109,34,3220
16/02/15,0.0017,2241,82,31,1804,127.27,125.65,127.27,126.5957,12645527,1600869000,72150,0.0832,152,41,9,2024
17/02/15,0.0032,4161,184,75,2868,127.47,126.92,128.87,127.8616,13367633,1709207000,75743,0.0722,231,66,15,2262
18/02/15,0.0086,6515,379,169,3771,127.63,127.5,128.78,128.2086,10731482,1375868000,53009,0.1096,326,154,32,3093
19/02/15,0.0061,5569,322,283,3761,128.45,128.34,129.02,128.6384,7508047,965822800,44227,0.1824,304,155,32,2584
20/02/15,0.0082,5212,344,202,3502,128.65,128.05,129.5,128.9291,13068952,1684968000,56859,0.1387,291,108,35,2046
23/02/15,0.002,3546,142,46,2828,130,129.66,133,131.7411,14650925,1930129000,76386,0.0249,138,127,6,1737
24/02/15,0.0178,8625,903,275,6335,132.75,131.17,133.6,132.4907,14450867,1914606000,89100,0.2982,331,177,22,2884
25/02/15,-0.0102,7121,539,602,5170,131.6,128.15,131.6,129.8479,15951564,2071277000,97763,0.1878,328,160,61,3009
26/02/15,-0.0321,7056,545,936,4869,128.76,126.61,130.87,129.0879,18517497,2390385000,117265,0.1055,265,123,98,2858
27/02/15,-0.0251,9382,557,1056,5977,130.05,128.24,130.57,129.0686,16561003,2137505000,69050,0.22,361,166,71,3076
02/03/15,-0.0023,4807,124,176,3144,129.11,128.31,130.28,129.1565,12050277,1556372000,57378,0,208,70,22,2761
03/03/15,0.0095,5236,358,194,3383,129.09,128.1,129.52,128.9813,7550091,973820500,44563,0.5088,300,125,43,3054
04/03/15,0.013,7323,558,352,4413,129.08,128.325,129.56,128.7593,7375978,949726000,42513,0.2004,354,135,63,3018
05/03/15,0.004,6968,326,204,4941,128.66,125.77,128.75,126.8796,11797016,1496800000,70696,0.4805,312,158,61,3155
06/03/15,-0.003,8440,245,312,5221,128.37,126.27,129.37,127.6381,17027658,2173379000,95656,-0.4467,394,172,38,3115
09/03/15,0.0016,8656,157,100,3468,128.07,125.06,129.57,127.4857,18714030,2385771000,112907,0.0272,352,94,22,2644
10/03/15,0.0014,41132,860,678,20556,126.69,123.8,127.22,125.0142,15161478,1895401000,81678,0.134,2106,697,133,11867
11/03/15,-0.0037,15327,441,544,8126,124.73,122.11,124.75,122.9684,14316649,1760495000,84622,0.0814,871,258,58,5426
12/03/15,-0.0272,12050,367,1180,6448,122.37,121.64,124.9,123.8981,11808499,1463051000,61814,0.0929,664,201,137,4711
13/03/15,-0.0051,8922,311,409,5212,124.39,122.58,125.39,123.7521,12370894,1530924000,72734,0.0801,445,116,52,3167
16/03/15,-0.0015,3325,89,90,2023,123.99,122.87,124.95,124.41,10323088,1284296000,51268,0.0327,138,44,9,1601
17/03/15,-0.0054,7333,323,371,4694,125.86,125.66,127.32,126.7457,11452328,1451533000,64112,0.1019,334,145,49,2729
18/03/15,0.0056,7696,360,273,4345,127.25,126.38,129.16,128.1247,22056578,2825992000,82428,0.1613,306,146,59,2835
19/03/15,0.0076,5228,349,176,3628,128.79,127.4,129.24,127.9555,12448927,1592909000,63337,0.2341,245,124,39,2413
20/03/15,-0.0062,5310,285,292,3436,128.26,125.9,128.35,127.0436,33187344,4216240000,61104,0.1796,222,89,35,2281
23/03/15,0.004,2786,128,59,1937,127.08,126.52,127.84,127.1998,9774471,1243310000,52314,0.0968,129,44,11,1412
24/03/15,0.0097,4772,340,185,3192,127.19,126.56,128.04,127.1454,8172851,1039140000,50875,0.2488,268,112,44,2087
25/03/15,0.0056,4463,244,170,2969,126.71,123.38,126.81,124.7347,14311698,1785166000,86516,0.1606,253,131,29,1985
26/03/15,-0.0064,6081,305,395,4556,122.9,122.6,124.88,124.0108,13684665,1697046000,82873,0.1358,303,104,37,2132
27/03/15,0.0046,5310,298,196,4005,124.61,122.92,124.7,123.6301,11052828,1366463000,61993,0.1089,332,76,30,2701
30/03/15,-0.0025,2919,90,130,2217,124.12,124.05,126.395,125.5779,11815527,1483769000,67901,0.0631,227,48,9,1407
31/03/15,0.0123,5195,404,190,3439,126.12,124.36,126.49,125.0409,12322615,1540830000,62240,0.0762,454,143,62,2635
01/04/15,0.0085,4873,287,198,2793,124.83,123.1,125.12,124.0748,11507499,1427790000,71891,0.1018,434,120,51,2580
02/04/15,0.0069,4911,301,245,3318,125.01,124.2,125.56,124.9461,8994806,1123866000,52399,0.1352,335,135,25,2113
03/04/15,0.0034,5369,251,176,3755,125.01,124.2,125.56,124.9461,8994806,1123866000,52399,0.1401,309,97,16,1863
06/04/15,-0.0185,2902,88,270,1832,124.5,124.33,127.5,126.7473,9052326,1147358000,53781,0.1302,125,37,10,1040
07/04/15,0.0141,4548,353,189,2721,127.7,125.98,128.12,126.8601,9543366,1210672000,51221,0.1479,245,103,18,2112
08/04/15,-0.0079,7825,275,330,3486,125.78,124.97,126.39,125.6076,9242347,1160909000,59101,0.1075,387,116,33,2562
09/04/15,-0.0039,12100,288,372,5394,125.85,124.66,126.57,125.8485,7963807,1002233000,46254,0.0434,556,116,35,3382
10/04/15,-0.0056,13537,484,505,6209,125.94,125.26,127.205,126.5754,9184147,1162487000,57292,0.0541,659,199,40,3923
13/04/15,0.016,4042,280,82,2003,128.09,126.61,128.55,127.467,9349593,1191765000,54603,0.0699,158,83,9,1644
14/04/15,0.0113,7487,458,261,3869,127.09,125.92,127.28,126.4376,6285912,794775400,40710,0.2305,379,178,52,2908
15/04/15,0.017,5308,570,268,3796,126.55,126.01,127.12,126.5725,7341195,929193200,41794,0.1276,433,190,35,3019
16/04/15,0.0219,4974,581,255,3351,126.385,126.12,127.09,126.4423,6564909,830082300,40751,0.2238,358,178,40,2545
17/04/15,0.0082,6174,327,255,3212,125.54,124.46,126.14,125.1453,12699664,1589303000,70172,0.0894,378,118,32,2545
20/04/15,0.0023,3082,102,64,1942,125.57,125.19,128.12,127.1373,12969452,1648901000,59078,0.0837,149,46,15,1258
21/04/15,0.0189,4880,433,170,2886,128.02,126.67,128.19,127.2065,7914373,1006760000,44627,0.1089,241,85,21,1946
22/04/15,0.0128,4970,333,213,2774,127,126.32,128.87,127.8254,10170492,1300048000,46343,0.0961,301,111,31,2294
23/04/15,-0.0117,5653,337,345,3006,128.45,128.15,130.41,129.5078,11433051,1480669000,59430,0.0984,328,94,36,2312
24/04/15,0.0158,9866,615,248,4432,130.5,129.23,130.625,130.0758,10597005,1378414000,49527,0.0501,585,153,34,3337
27/04/15,0.0282,5224,512,95,2812,132.39,131.16,133.12,132.7591,21940257,2912769000,104090,0.212,205,146,21,1928
28/04/15,0.1515,21912,5069,1093,11950,134.48,129.57,134.54,131.8316,25358519,3343055000,148052,0.6356,588,900,73,5693
29/04/15,0.053,12621,1889,1095,7410,130.27,128.3,131.59,129.4019,12814609,1658235000,78103,0.6611,346,334,69,3730
30/04/15,-0.0137,12309,719,879,6910,127.48,124.58,127.88,125.8007,20036943,2520661000,97718,0.1585,443,151,68,3417
01/05/15,-0.0164,11157,627,848,6045,126.1,125.3,128.97,127.3976,13711403,1746800000,68040,0.2158,431,173,49,2375
04/05/15,0.0111,2706,188,113,1644,129.56,128.26,130.56,129.2586,11552872,1493308000,61104,0.1753,96,39,3,1312
05/05/15,0.0062,5624,310,274,3586,128.14,125.78,128.43,126.4468,12513789,1582328000,60979,0.0694,313,87,29,2035
06/05/15,-0.0178,7603,444,577,3956,126.72,123.37,126.75,124.6641,15710233,1958502000,100306,0.0511,350,96,37,2251
07/05/15,-0.0193,7079,495,653,4296,124.78,124.02,126.08,125.2745,9583860,1200613000,53170,0.1525,307,123,24,2188
08/05/15,-0.0301,5064,386,538,2840,126.52,126.11,127.62,127.276,13937798,1773948000,55398,0.1308,226,87,35,1738
11/05/15,0.0091,2193,115,55,1117,127.28,125.63,127.55,126.4266,9451999,1194984000,45821,0.1451,165,74,9,1484
12/05/15,0.0225,4039,343,89,2076,125.6,124.82,126.87,125.8409,12112012,1524186000,55103,0.1808,255,121,18,2027
13/05/15,0.006,2814,138,119,1616,126.33,125.87,127.19,126.413,7488519,946646100,42860,0.1847,206,106,21,1863
14/05/15,0.0135,2938,217,64,1683,127.45,127.16,128.95,128.2935,10477497,1344195000,56723,0.1128,213,73,25,1490
15/05/15,0.015,3952,273,81,1999,129.13,128.22,129.48,128.7822,10005933,1288586000,45829,0.0964,267,89,24,1642
18/05/15,0.032,2648,313,120,1647,128.36,128.36,130.71,129.9502,11885269,1544494000,53550,0.0982,185,75,15,1529
19/05/15,0.0086,8893,644,279,6374,130.69,129.64,130.88,130.2339,10884381,1417515000,45696,0.1192,474,175,87,3559
20/05/15,0.0035,7582,355,296,5399,130.07,129.35,130.98,130.1046,9050633,1177529000,36980,0.0991,402,129,32,2576
21/05/15,0.0133,4573,364,247,2874,130,129.85,131.62,131.1205,8405293,1102106000,39499,0.0976,247,95,16,1904
22/05/15,0.0132,5844,501,190,4033,131.65,131.4,132.97,132.4728,10484232,1388876000,47093,0.1262,259,90,19,1902
25/05/15,0.0017,1690,68,47,1468,131.65,131.4,132.97,132.4728,10484232,1388876000,47093,0.0249,82,14,4,933
26/05/15,0.0011,4169,144,34,3730,132.62,129.12,132.91,130.347,15174473,1977947000,71123,0.0376,216,39,17,1653
27/05/15,-0.0085,8399,640,645,6316,130.36,130.06,132.26,131.6545,11620482,1529889000,52741,0.0595,301,114,53,2880
28/05/15,0.0039,11191,629,495,9053,131.87,131.1,131.94,131.6272,6590668,867511200,36542,0.0933,464,156,44,3091
29/05/15,-0.0099,6323,253,478,4651,131.25,129.9,131.45,130.5468,13827857,1805183000,47712,0.1139,315,98,31,2689
01/06/15,0.002,3168,69,52,1363,131.35,130.06,131.39,130.6605,6783861,886382800,36787,-0.0667,214,47,40,1489
02/06/15,0.0054,4709,219,183,2716,130,129.33,130.65,130.0118,7228505,939790800,41822,0.0657,395,111,36,2410
03/06/15,-0.006,4583,233,267,3097,130.74,129.9,130.93,130.3689,6493481,846548000,36179,0.082,290,107,16,2185
04/06/15,-0.0125,6821,288,544,4480,129.5,128.91,130.58,129.5725,8709577,1128522000,49690,0.1101,375,163,52,2650
05/06/15,-0.0034,7001,222,314,4989,129.54,128.36,129.68,128.8389,8129486,1047394000,44344,0.1201,325,94,36,2266
08/06/15,0.0005,5037,117,102,4509,128.94,126.83,129.21,128.0045,12405212,1587924000,60149,0.1794,247,149,11,1939
09/06/15,0.001,34810,1126,845,30589,126.69,125.62,128.07,126.9348,11995935,1522701000,62350,0.0989,1713,527,59,7410
10/06/15,-0.0031,17137,715,931,14464,127.99,127.85,129.34,128.8359,9313326,1199891000,45817,0.1043,564,245,38,3262
11/06/15,0.0023,10228,464,397,8687,129.19,128.48,130.17,128.9917,10114596,1304699000,37690,0.1656,349,115,42,2474
12/06/15,-0.0039,6947,295,371,5356,128.15,127.12,128.33,127.5098,10202711,1300946000,41800,0.1104,262,92,39,1918
15/06/15,0.0037,3279,174,114,2711,126.15,125.71,127.23,126.6034,9010875,1140808000,48128,0.1646,116,34,5,1103
16/06/15,-0.0035,5702,244,293,4524,126.99,126.37,127.85,127.2492,7509331,955556200,36771,0.175,217,103,17,1829
17/06/15,-0.0064,6269,262,400,4854,127.74,126.75,127.87,127.3221,8759800,1115316000,41562,0.1142,236,86,25,1752
18/06/15,0.025,6404,770,466,4544,127.27,127.23,128.3,127.9485,7829943,1001829000,43534,0.0794,263,75,37,1901
19/06/15,0.0209,6521,734,323,4739,127.64,126.4,127.81,127.1302,22289128,2833620000,42213,0.0875,211,72,17,1743
22/06/15,-0.0005,9434,109,216,8737,127.47,127.09,128.06,127.5779,9298441,1186275000,33875,0.0676,300,80,24,1601
23/06/15,-0.0019,10103,284,443,8784,127.44,126.88,127.6,127.1499,7997704,1016907000,30880,0.0655,478,110,25,2344
24/06/15,0.0033,6996,376,189,6032,127.18,127.12,129.8,128.5838,11776208,1514230000,60556,0.0449,377,94,38,2469
25/06/15,0.0093,7224,613,226,5825,128.94,127.5,129.19,128.0436,8410836,1076954000,39449,0.0653,290,82,25,2273
26/06/15,0.0015,7463,246,193,5626,127.66,126.51,127.99,126.8991,12951420,1643523000,41302,0.0503,380,76,34,2697
29/06/15,-0.0027,3410,133,146,2568,125.5,124.48,126.46,125.2643,10487378,1313694000,59997,0.1486,123,55,8,1301
30/06/15,0.009,5058,367,279,3527,125.64,124.87,126.12,125.4912,11447214,1436525000,53803,0.2193,270,134,24,2086
01/07/15,0.0036,7016,355,340,5417,126.92,125.995,126.94,126.5168,6604833,835622500,36955,0.1525,514,201,110,3256
02/07/15,0.0049,5061,271,188,3524,126.43,125.78,126.68,126.2891,6696531,845699100,29985,0.0956,241,85,36,2332
03/07/15,0.0038,3480,165,151,2462,126.43,125.78,126.68,126.2891,6696531,845699100,29985,0.0806,175,54,20,1581
06/07/15,-0.0087,2154,93,140,1350,125,124.87,126.22,125.6447,6852692,861004700,37861,0.0592,98,32,6,955
07/07/15,0.0061,3325,194,179,2247,125.96,123.77,126.15,125.0744,10755112,1345189000,63069,0.1044,222,81,25,1699
08/07/15,-0.048,5395,311,714,3021,124.48,122.54,124.64,123.417,12871111,1588515000,76070,0.1645,227,103,48,1925
09/07/15,-0.0175,7567,675,690,4859,123.85,119.22,124.06,121.5567,14713343,1788506000,91538,0.1764,300,135,65,2700
10/07/15,-0.0294,9436,753,1183,6486,122.16,121.22,123.84,122.8698,13249029,1627906000,66884,0.1758,268,123,52,2189
13/07/15,0.0542,3466,475,249,1920,124.95,124.32,125.75,125.3408,11074602,1388099000,40667,0.075,131,78,21,1498
14/07/15,0.0352,7727,655,185,3252,125.99,125.05,126.36,125.7293,6704251,842920800,34799,0.2689,287,134,31,2195
15/07/15,0.0116,4926,307,235,2657,125.68,125.59,127.14,126.6005,7479240,946875700,34634,0.1106,271,88,20,1865
16/07/15,0.0098,5823,423,281,3968,127.78,127.36,128.57,128.1055,6694220,857566700,39300,0.2172,270,136,24,2312
17/07/15,0.0177,5422,515,252,3613,129,128.31,129.62,129.2356,12925667,1670456000,47980,0.2172,216,90,42,1874
20/07/15,0.0271,4522,366,95,1981,131,130.71,132.965,131.888,10488200,1383267000,50663,0.4048,94,77,25,1223
21/07/15,0.0139,9051,771,335,6172,132.92,130.32,132.92,128.2747,16455277,2110795000,83705,0.3681,293,232,64,2131
22/07/15,0.0548,26958,4169,3902,16546,122.05,122,125.49,124.0325,25121640,3115900000,118700,0.5839,420,453,154,5918
23/07/15,-0.0321,11108,1311,1312,6773,126.27,125.06,127.09,125.905,10862422,1367633000,57386,0.4046,337,330,226,3877
24/07/15,0.0165,6408,581,479,4168,125.43,123.9,125.73,124.7658,9084302,1133410000,47872,0.2768,259,162,33,1949
27/07/15,-0.0157,2626,106,190,1371,123,122.13,123.6,122.8374,10180542,1250552000,47162,0.1315,142,54,24,1333
28/07/15,0.0106,4686,305,275,2707,123.28,122.55,123.905,123.3222,8160756,1006402000,44102,0.1231,289,100,47,2116
29/07/15,0.0084,3604,249,216,2481,123.08,122.27,123.49,122.8521,7582095,931476000,38207,0.1231,186,94,20,2014
30/07/15,-0.0369,3204,213,440,2161,122.33,121.71,122.56,122.2232,6763346,826637400,39813,0.1231,154,62,35,1869
31/07/15,0.0058,4572,286,242,3285,122.5,120.92,122.54,121.4628,8480337,1030046000,43529,0.1507,209,95,21,1695
03/08/15,0.0199,2366,260,167,1517,121.5,117.52,122.57,119.2953,13891256,1657161000,87044,0.1605,102,40,13,1133
04/08/15,-0.031,9478,583,1193,6281,117.29,113.25,117.7,115.1598,21079585,2427521000,130407,0.237,221,122,59,1998
05/08/15,-0.0485,12555,1115,2076,8803,113,112.1,117.44,115.1565,16199104,1865432000,104621,0.2218,309,196,192,2783
06/08/15,-0.0259,8230,881,987,5726,116,114.12,116.49,115.0786,9369695,1078252000,54919,0.0999,559,207,98,2448
07/08/15,0.0139,5533,474,463,3557,114.64,114.5,116.25,115.3046,7425801,856229200,48134,0.1734,269,120,54,2111
10/08/15,0.0078,2692,185,102,1875,116.62,116.53,119.98,118.8616,9408424,1118300000,50399,0.1329,108,42,20,1193
11/08/15,0.0334,7591,915,375,4586,117.98,113.34,118.18,115.0499,17513215,2014893000,100080,0.2206,230,122,45,2004
12/08/15,-0.0292,10988,750,1206,6628,112.61,109.63,115.415,112.9923,20698782,2338804000,122639,0.2352,266,101,81,2178
13/08/15,-0.0259,8605,716,983,5458,116.15,114.545,116.37,115.547,9324003,1077360000,57202,0.1722,188,87,63,1888
14/08/15,-0.0032,8733,369,422,6691,114.19,114.02,116.3,115.3132,7639370,880920400,44565,0.1196,376,141,46,2545
17/08/15,0.0056,3517,180,176,2062,115.99,115.5,117.65,116.8963,6939004,811144000,39410,0.2825,109,61,16,1168
18/08/15,-0.0126,6875,371,574,4507,116.25,116.01,117.43,116.6418,6628577,773169100,34442,0.1045,264,103,28,1761
19/08/15,0.0245,7247,648,461,3914,116,114.68,116.52,115.3753,9588881,1106320000,51626,0.181,258,109,26,1923
20/08/15,-0.0136,8651,380,683,5471,114.11,111.63,114.35,112.786,13785114,1554768000,70135,0.1468,241,111,40,1855
21/08/15,-0.0205,8497,519,844,5368,110.41,105.65,111.9,108.0694,30975742,3347528000,155892,0.2413,189,108,37,1750
24/08/15,-0.0314,6682,274,830,4510,95.17,92,108.79,102.1988,45448520,4644783000,216340,0.042,195,47,32,1423
25/08/15,-0.0257,15047,1506,1660,10012,111.07,103.5,111.07,107.2429,27806827,2982084000,129239,-0.3184,314,234,221,2869
26/08/15,-0.014,8103,611,663,5178,107.18,105.05,109.88,107.8899,22089216,2383203000,114230,0.2326,273,143,69,2216
27/08/15,0.011,6894,550,478,4874,112.25,110.02,113.24,112.0528,17145758,1921230000,95052,0.1107,214,74,28,2123
28/08/15,0.0023,13209,615,336,11478,112.17,111.55,113.31,112.7008,10464851,1179397000,53022,0.1524,385,170,66,3285
31/08/15,0.0029,3539,187,135,3010,112.13,112.02,114.53,112.9532,11799285,1332767000,58955,0.1023,130,43,7,1439
01/09/15,0.0034,13108,726,604,11076,110.18,107.36,111.87,109.4925,16431686,1799146000,96665,0.1421,466,189,23,3062
02/09/15,-0.0169,9632,304,1081,7804,110,109.14,112.34,110.9676,11912110,1321858000,61633,0.1136,245,84,31,2552
03/09/15,0.0062,9215,694,327,7729,112.45,110.04,112.78,111.287,10037745,1117070000,67481,0.1554,334,136,44,2470
04/09/15,0.0034,9134,507,429,7782,109.06,108.52,110.45,109.2974,10817413,1182315000,71428,-0.1243,420,175,107,2410
07/09/15,0.0069,7018,610,101,6174,109.06,108.52,110.45,109.2974,10817413,1182315000,71428,0.1843,164,76,10,1614
08/09/15,-0.0044,9050,349,616,7800,111.75,110.32,112.55,111.8688,12410789,1388380000,64832,0.2068,252,121,18,2346
09/09/15,-0.0014,15783,547,595,14083,113.76,109.77,114,111.9453,14879216,1665659000,110671,0.1371,536,225,58,3932
10/09/15,-0.0013,67070,1581,2494,60656,110.34,109.9,113.28,112.0597,11137254,1248038000,73223,0.184,1910,893,135,12407
11/09/15,0.0026,20060,1021,393,17885,111.89,111.77,114.21,113.3306,10077226,1142058000,54526,0.2196,575,304,41,4959
14/09/15,0.0758,6487,1408,159,4707,116.51,114.86,116.89,115.7855,11006189,1274357000,67141,0.271,199,103,15,2025
15/09/15,0.0995,11854,2882,356,8099,115.95,114.425,116.53,115.9131,8227411,953664400,51041,0.5978,315,373,32,3528
16/09/15,0.0041,9449,565,493,7812,116.25,115.44,116.53,116.1529,6881138,799264200,43260,0.1399,367,152,27,2518
17/09/15,0.0022,13197,606,354,11823,115.79,113.72,116.49,114.9712,14133950,1624996000,92425,0.0654,587,167,36,3554
18/09/15,-0.0114,13222,386,1266,10869,112.13,111.88,114.3,113.0108,27248607,3079387000,67764,0.099,433,154,71,3295
21/09/15,-0.198,10678,133,3464,6707,113.75,113.66,115.37,114.661,7971557,914026800,50887,0.099,311,98,41,2489
22/09/15,-0.0056,21605,545,1533,18773,113.37,112.53,114.17,113.3243,11996476,1359493000,56567,0.0658,700,194,54,4187
23/09/15,-0.0342,11287,412,1774,8683,113.67,113.3,114.72,114.0977,6175855,704651000,37607,0.0643,448,128,34,2848
24/09/15,-0.0026,9150,442,432,7971,113.27,112.38,115.49,114.2186,11524568,1316320000,54988,0.0734,379,103,36,3000
25/09/15,-0.0067,11931,391,927,10066,116.36,114.02,116.69,115.2353,11674812,1345351000,65573,0.1372,407,161,30,3629
28/09/15,0.1005,5266,1268,272,3490,113.9,112.44,114.57,112.9698,11921884,1346813000,63590,0.2202,238,126,25,1880
29/09/15,0.1494,10705,2928,590,6599,112.79,107.86,113.51,110.3614,14027807,1548128000,96148,0.5809,315,347,34,3718
30/09/15,0.0055,12225,853,629,10074,110.31,108.73,111.53,110.1231,15284999,1683232000,74980,0.0833,428,131,34,3684
01/10/15,-0.008,8716,356,699,7062,109.13,107.31,109.62,108.5754,12392388,1345508000,75009,0.0876,364,116,27,2642
02/10/15,-0.0044,14045,310,855,12341,108.15,107.55,111.01,109.5675,11732891,1285544000,65057,0.0841,430,133,40,2755
05/10/15,-0.002,4898,179,208,4243,109.85,109.07,111.36,110.2499,11521400,1270233000,56330,0.2318,150,87,22,1619
06/10/15,0.0073,7877,578,520,6253,110.6,109.77,111.73,110.9356,10404477,1154227000,57245,0.1766,335,147,47,2815
07/10/15,0.0056,6269,422,306,5166,111.75,109.42,111.76,110.532,8911126,984964200,52959,0.0808,330,103,37,2833
08/10/15,-0.0071,6491,294,534,5318,110.14,108.22,110.17,109.2018,13542779,1478896000,69380,0.0595,287,68,15,2480
09/10/15,-0.007,11403,266,869,9817,110.11,109.5,112.28,111.495,9483430,1057355000,56690,0.1274,332,122,30,2838
12/10/15,0.0013,4934,168,164,4276,112.73,111.44,112.75,111.8948,6259350,700389000,34056,0.1152,117,47,14,1463
13/10/15,0.0124,4966,459,338,3713,110.84,110.68,112.44,111.7164,6896635,770467500,36794,0.1733,224,94,18,2015
14/10/15,-0.0112,5683,370,480,4434,111.19,109.56,111.52,110.3112,9653981,1064943000,52593,0.1123,345,128,39,2443
15/10/15,-0.1093,5896,292,1356,3881,110.96,110.5,112.1,111.5235,8391554,935855400,44466,0.0981,357,116,65,2550
16/10/15,0.0064,4323,366,307,4060,111.87,110.54,111.89,111.3197,10064679,1120397000,41592,0.1309,254,94,24,2197
19/10/15,-0.005,4836,154,339,4128,110.86,110.11,111.74,111.2931,6744391,750604000,31971,0.0779,123,35,17,1537
20/10/15,0.0037,10710,638,455,9271,111.3,110.83,114.17,113.1625,9641914,1091103000,53760,0.1753,370,165,16,2679
21/10/15,0.007,10592,805,407,8453,114,113.7,115.58,114.3053,8716934,996391900,49013,0.1343,342,125,57,2753
22/10/15,0.005,7809,528,402,6522,114.39,114.1,115.5,115.0723,9307575,1071044000,47951,0.1353,344,141,38,2859
23/10/15,-0.0118,6629,430,590,4976,116.7,116.33,119.22,118.3073,12452540,1473226000,62232,0.1139,273,110,34,2889
26/10/15,-0.0105,4654,185,404,3759,118.1,114.93,118.12,115.8962,14221489,1648217000,69568,0.135,134,64,31,1721
27/10/15,-0.0155,10896,628,1456,10975,115.46,113.99,116.53,115.3488,13724955,1583157000,73550,0.2943,313,196,98,3082
